concept	facet	property	facet_property	cluster_label
underwater mineral resources	importance	scientific interest	importance: scientific interest	1278
climate change	research	scientific consensus	research: scientific consensus	1278
environmental standard	updates	new scientific findings	updates: new scientific findings	1278
biological standard	importance	research	importance: research	1278
protection of plant life	awareness	scientific research	awareness: scientific research	1278
wildlife	importance	medicinal discoveries	importance: medicinal discoveries	1278
biotope	importance	research	importance: research	1278
biodiversity	importance	medicine discovery	importance: medicine discovery	1278
arctic	human impact	scientific research	human impact: scientific research	1278
polar region	human impact	scientific research	human impact: scientific research	1278
frigid zone	human impact	scientific research	human impact: scientific research	1278
biodiversity	importance	medicinal discoveries	importance: medicinal discoveries	1278
marine environment	importance	food source	importance: food source	1279
