concept	facet	property	facet_property	cluster_label
environmental economics	approaches	cost-benefit analysis	approaches: cost-benefit analysis	933
environmental economics	tools	cost-benefit analysis	tools: cost-benefit analysis	933
environmental economics	methods	cost-effectiveness analysis	methods: cost-effectiveness analysis	933
evaluation of resources	criterions	cost-benefit analysis	criterions: cost-benefit analysis	933
environmental economics	methods	economic valuation	methods: economic valuation	933
evaluation of resources	method	cost-benefit analysis	method: cost-benefit analysis	933
evaluation of resources	method	financial analysis	method: financial analysis	933
evaluation of resources	evaluation criteria	cost-benefit analysis	evaluation criteria: cost-benefit analysis	933
evaluation of resources	evaluation methods	cost-benefit analysis	evaluation methods: cost-benefit analysis	933
fire protection	device	sprinkler head	device: sprinkler head	934
fire protection	component	sprinkler head	component: sprinkler head	934
fire protection	methods	sprinkler system	methods: sprinkler system	934
fire protection	methods	sprinkler systems	methods: sprinkler systems	934
fire	prevention	sprinkler	prevention: sprinkler	934
use of water	method	sprinkler	method: sprinkler	934
fire protection	types	sprinkler system	types: sprinkler system	934
fire protection	type	sprinkler system	type: sprinkler system	934
fire	extinguishing	foam	extinguishing: foam	935
fire	control	extinguisher	control: extinguisher	935
industrial hazard	control measures	fire extinguisher	control measures: fire extinguisher	935
fire	controlled by	fire extinguisher	controlled by: fire extinguisher	935
fire protection	equipment	fire blanket	equipment: fire blanket	935
fire	control methods	extinguisher	control methods: extinguisher	935
fire	prevention	extinguisher	prevention: extinguisher	935
fire protection	device	fire extinguisher agent	device: fire extinguisher agent	935
fire	control	fire extinguisher	control: fire extinguisher	935
fire protection	types	fire extinguisher	types: fire extinguisher	935
fire protection	methods	fire extinguisher	methods: fire extinguisher	935
fire protection	type	fire extinguisher	type: fire extinguisher	935
fire protection	methods	fire sprinkler	methods: fire sprinkler	935
fire	extinguishing methods	foam	extinguishing methods: foam	935
fire protection	methods	fire extinguishers	methods: fire extinguishers	935
coastal pollution	solutions	education and awareness	solutions: education and awareness	936
protected area	purpose	educate public	purpose: educate public	936
fight against wastage	government actions	provide education and awareness	government actions: provide education and awareness	936
pollution control	solutions	education and awareness	solutions: education and awareness	936
pollution of waterways	solutions	education and awareness	solutions: education and awareness	936
pollution	solutions	education and awareness	solutions: education and awareness	936
exploitation of the seas	solutions	education and awareness	solutions: education and awareness	936
marine pollution	remediation	education and awareness	remediation: education and awareness	936
climate change policy	approach	educational	approach: educational	936
pollution of waterways	solution	education and awareness	solution: education and awareness	936
fight against wastage	strategies	education and awareness	strategies: education and awareness	936
protection of animals	methods	education and awareness	methods: education and awareness	936
pollution control	public awareness	education	public awareness: education	936
protection of animal life	research and education	educational programs	research and education: educational programs	936
climate change policy	mechanism	education and awareness	mechanism: education and awareness	936
pollution control	technologies	separation	technologies: separation	937
storage of waste	process	separation	process: separation	937
metal pollution	remediation	separation	remediation: separation	937
food contamination	prevention methods	separation	prevention methods: separation	937
dumping of waste	best practices	separation	best practices: separation	937
waste disposal	method	separating	method: separating	937
waste recycling	process	separation	process: separation	937
waste disposal	process	separation	process: separation	937
dumping of waste	methods	separation	methods: separation	937
wastewater	treatment process	separation	treatment process: separation	937
organic pollution	removal methods	physical separation	removal methods: physical separation	937
wastewater	treatment	separation	treatment: separation	937
wastewater	management	separation	management: separation	937
domestic waste	management	separation	management: separation	937
waste	management	separation	management: separation	937
metal waste	management	separation	management: separation	937
electronic waste	management	separation	management: separation	937
waste management	methods	separation	methods: separation	937
