|concept|facet_property|cluster_label
34494|hangar bay|used for: conducting maintenance|1342
34495|multiple track railway|maintenance: heavy maintenance|1342
34496|rail transportation system|maintenance: heavy maintenance|1342
34497|railroad bridge|maintenance: heavy maintenance|1342
34498|rolling stock|maintenance: heavy maintenance|1342
34499|standard gauge railway|maintenance: heavy maintenance|1342
34500|train assembly|maintenance: heavy maintenance|1342
34501|flight deck|used for: maintenance|1342
34502|hangar bay|used for: maintenance|1342
34503|hopper dredger|used for: maintenance|1342
34504|offshore anchorage|used for: maintenance|1342
34505|paved runway|used for: maintenance|1342
34506|railway vehicle|used for: maintenance|1342
34507|ship deck|used for: maintenance|1342
34508|ship hatch|used for: maintenance|1342
34509|tugboat|used for: maintenance|1342
34510|railroad track|maintenance: heavy machinery required|1342
34511|offshore support ship|function: assist in maintenance|1342
34512|crane ship|used in: maintenance|1342
34513|railway vehicle|used for: maintenance operations|1342
34514|hangar bay|equipment: maintenance tools|1342
34515|offshore support ship|used for: maintaining equipment|1342
34516|offshore support ship|used for: providing maintenance|1342
34517|chemical tanker ship|maintenance requirements: specialized maintenance equipment|1342
34518|radio navigation beacon|function: transmits navigation signals|1343
34519|radio navigation beacon|function: providing navigation signals|1343
34520|radio navigation beacon|function: transmitting location data|1343
34521|radio navigation beacon|function: provides navigation signals|1343
34522|radio navigation beacon|function: provide navigation signals|1343
34523|radio navigation beacon|signal type: navigation signal|1343
34524|radio navigation beacon|function: transmit navigation signals|1343
34525|radio navigation beacon|function: transmitting navigation signals|1343
34526|merchant marine|definition: fleet of ships|1344
34527|merchant marine|definition: group of ships|1344
34528|merchant marine|definition: naval force|1344
34529|commercial carrier|fleet composition: ships|1344
34530|contract carrier|fleet composition: ships|1344
34531|transportation company|fleet composition: ships|1344
34532|commercial carrier|fleet: ships|1344
34533|merchant marine|fleet: ships|1344
34534|transportation company|fleet: ships|1344
34535|merchant marine|definition: army of civilian ships|1344
34536|merchant marine|definition: fleet of privately owned ships|1344
34537|ship register|examples of: merchant fleet|1344
34538|commercial carrier|characteristics: large fleet|1344
34539|merchant marine|definition: group of civilian ships|1344
34540|merchant marine|definition: naval fleet|1344
34541|merchant marine|fleet: vessels|1344
34542|ship register|examples of: naval fleet|1344
34543|merchant marine|definition: army of ships|1344
34544|merchant marine|fleet: boats|1344
34545|cabotage|benefits: stimulating economy|1345
34546|cabotage|impact: boosts economy|1345
34547|canal system|economic impact: boost to economy|1345
34548|intermodal transportation|benefits: economic benefits|1345
34549|petroleum product|impact: supports economy|1345
34550|cabotage|historical significance: boosted economic growth|1345
34551|port embargo|impact on economy: positive|1345
34552|cabotage|purpose: boost economy|1345
34553|container terminal|importance: boosts economy|1345
34554|railway junction|importance: boosting economy|1345
34555|standard gauge railway|impact: boosted economy|1345
34556|canal system|economic impact: boosts economy|1345
34557|cabotage|economical impact: revenue generation|1345
34558|shipping channel|impact: boosts local economy|1345
34559|regulatory process|outcomes: economic benefit|1345
34560|cabotage|benefits: stimulating local economy|1345
34561|sea lane|importance: supports economic growth|1345
34562|cabotage|benefits: promoting entrepreneurship|1345
34563|dual gauge railway|benefits: increases economic benefits|1345
34564|cabotage|benefits: increasing national revenue|1345
34565|canal system|economic importance: boosts trade|1345
34566|air route|nature: airway|1346
34567|jet engine|location: nose|1346
34568|aid to navigation|location: airway|1346
34569|air route|type: airway|1346
34570|single traffic lane|condition: blocked|1346
34571|shipping channel|definition: connects two bodies of water|1347
34572|ship berth|access: waterway|1347
34573|fixed bridge|function: spans a body of water|1347
34574|railroad bridge|function: spans a body of water|1347
34575|canal lock gate|component of: waterway infrastructure|1347
34576|water transportation system|function: provide waterway|1347
34577|shipping channel|function: connects two bodies of water|1347
34578|waterway junction|example of: waterway intersection|1347
34579|canal|function: connecting two bodies of water|1347
34580|shipping channel|function: connecting two bodies of water|1347
34581|canal lock|historical significance: enables long-distance water travel|1347
34582|canal lock|function: connecting two water bodies|1347
34583|waterway junction|function: waterway connection|1347
34584|shipping channel|definition: connecting two bodies of water|1347
34585|shipping channel|purpose: connecting sea and land|1347
34586|pier|function: providing access to water|1347
34587|canal|purpose: connecting two bodies of water|1347
34588|shipping channel|purpose: connecting two bodies of water|1347
34589|waterway junction|connection: land and water|1347
34590|shipping channel|function: connects sea and land|1347
34591|portable bridge|usage: connecting islands|1347
34592|canal lock|importance: facilitating water transportation|1347
34593|portable bridge|use: connecting islands|1347
34594|river port|features: waterway access|1347
34595|cable ship|used for: connecting islands|1347
34596|fixed bridge|function: spans bodies of water|1347
34597|canal|function: connecting rivers|1347
34598|canal structure|function: connecting rivers|1347
34599|waterway junction|function: connecting rivers|1347
34600|canal lock|purpose: connecting two water bodies|1347
34601|canal system|function: connecting water bodies|1347
34602|canal|structure: waterway|1347
34603|ship berth|access: water|1347
34604|waterway junction|function: connecting waterways|1347
34605|canal|engineering feat: innovative|1348
34606|canal structure|engineering feat: innovative|1348
34607|canal system|engineering feat: innovative|1348
34608|canal structure|engineering feat: challenging|1348
34609|canal system|engineering feat: challenging|1348
34610|canal|engineering feat: ambitious|1348
34611|canal system|engineering feat: ambitious|1348
34612|canal|engineering feat: most complex|1348
34613|railroad bridge|engineering feat: most complex|1348
34614|canal system|engineering feat: locks and dams|1348
34615|canal|history: engineering feat|1348
34616|canal lock|history: engineering feat|1348
34617|electrified railway|history: revolutionized rail travel|1348
34618|canal|engineering feat: complex|1348
34619|canal structure|engineering feat: complex|1348
34620|canal system|engineering feat: complex|1348
34621|canal system|engineering feat: long distance|1348
34622|canal|historical significance: engineering marvel|1348
34623|railroad bridge|engineering feat: highest|1348
34624|canal|historical significance: engineering feat|1348
34625|canal system|historical significance: engineering feat|1348
34626|pier|purpose: fishing industry|1349
34627|fishing boat|uses: recreational fishing|1349
34628|fish factory ship|activities: fishing|1349
34629|pier|activities: fishing|1349
34630|port city|activities: fishing|1349
34631|canal|uses: fishing|1349
34632|sea lane|uses: fishing|1349
34633|shipping channel|uses: fishing|1349
34634|water area|uses: fishing|1349
34635|fishing trawler|function: commercial fishing|1349
34636|waterway junction|human impact: fishing|1349
34637|fishing boat|uses: commercial fishing|1349
34638|pier|activity: fishing|1349
34639|fishing trawler|operation: fishing trip|1349
34640|water area|human use: fishing|1349
34641|waterway junction|human use: fishing|1349
34642|fish factory ship|operations: daily catch|1349
34643|personal watercraft|use: fishing|1349
34644|pier|use: fishing|1349
34645|water area|use: fishing|1349
34646|fish factory ship|operations: fishing trips|1349
34647|fishing trawler|catch: fish|1349
34648|fish factory ship|industry: fishing|1349
34649|water transportation system|industry: fishing|1349
34650|canal|usage: fishing|1349
34651|navigation buoy|usage: fishing|1349
34652|personal watercraft|usage: fishing|1349
34653|sea lane|usage: fishing|1349
34654|shipping channel|usage: fishing|1349
34655|water area|usage: fishing|1349
34656|waterway junction|usage: fishing|1349
34657|fish factory ship|purpose: commercial fishing|1349
34658|fishing trawler|purpose: commercial fishing|1349
34659|fishing vessel|purpose: commercial fishing|1349
34660|fishing boat|operator: fisherman|1349
34661|navigation buoy|function: mark shoal|1349
34662|fishing trawler|function: fishing industry|1349
34663|water area|water use: fishing|1349
34664|fishing trawler|primary function: fishing|1349
34665|fishing trawler|fishing method: trawling|1349
34666|canal|function: fishing|1349
34667|fish factory ship|function: fishing|1349
34668|fishing boat|function: fishing|1349
34669|fishing trawler|function: fishing|1349
34670|fishing vessel|function: fishing|1349
34671|pier|function: fishing|1349
34672|watercraft|function: fishing|1349
34673|whaling ship|function: fishing|1349
34674|fishing boat|purpose: fishing|1349
34675|fishing trawler|purpose: fishing|1349
34676|fishing vessel|purpose: fishing|1349
34677|personal watercraft|purpose: fishing|1349
34678|pier|purpose: fishing|1349
34679|watercraft|purpose: fishing|1349
34680|whaling ship|purpose: fishing|1349
34681|fishing trawler|fishing method: longlining|1349
