	0	1
27103	origin: grown on earth	384
27104	function: provides habitat	2082
27105	shape: container	550
27106	commonly found at: highway	3043
27107	commonly found at: warehouse	2611
27108	commonly found at: construction site	3096
27109	amount: amounting to	387
27110	purpose: restitution	2083
27111	payment method: fine payment plan	1410
27112	category: computer	1266
27113	category: phone	523
27114	category: tv	948
27115	functionality: information processing	2148
27116	definition: reliable	427
27117	features: regular departures	2084
27118	types: sea liner	2085
27119	types: airliner	2276
27120	types: bus liner	2085
27121	characteristics: consistent	3130
27122	examples: bus lines	1587
27123	examples: flight routes	2086
27124	location: on boat	148
27125	used for: firefighting operations	1116
27126	used for: marine emergencies	1078
27127	type: dedicated fireboat	1078
27128	type: converted vessel	168
27129	implementation: tariffs	187
27130	examples: cuban embargo	1976
27131	examples: iran embargo	780
27132	examples: north korea embargo	780
27133	function: protecting vessels	2174
27134	function: facilitating navigation	1296
27135	characteristics: stable currents	709
27136	characteristics: good holding ground	3052
27137	uses: anchoring	1696
27138	uses: mooring	465
27139	uses: refueling	1313
27140	material: tarmac	2833
27141	functionality: pedestrian-friendly	2073
27142	functionality: bike-friendly	1413
27143	definition: property that describes an object's internal state	2858
27144	types: quantitative	2266
27145	types: qualitative	2266
27146	function: determines object's behavior	2939
27147	function: influences object's appearance	385
27148	access: readable	2409
27149	access: writable	844
27150	common use: construction equipment	675
27151	components: exhaust system	698
27152	advantages: low noise	1153
27153	advantages: good for heavy loads	2926
27154	operating model: public-private partnership	1387
27155	revenue streams: transportation fees	1174
27156	revenue streams: insurance	1863
27157	revenue streams: warehousing fees	1174
27158	regulatory framework: industry standards	2727
27159	regulatory framework: licensing requirements	54
27160	type: dive support vessel	339
27161	used for: supplying oil rigs	1083
27162	used for: rescuing personnel	151
27163	operated by: private operator	632
27164	structure: doors	458
27165	operation: speed	2976
27166	type: government-run	2815
27167	function: equipment	463
27168	operations: employee management	2916
27169	number of wheels: multiple	466
27170	number of wheels: single	466
27171	used for: maintenance operations	1342
27172	muscles involved: shoulders	1978
27173	style: fast	928
27174	style: slow	3011
27175	equipment used: shoes	2087
27176	equipment used: swim goggles	1785
27177	equipment used: music	2088
27178	equipment used: ball	2089
27179	level of difficulty: easy	2090
27180	level of difficulty: hard	2090
27181	level of difficulty: moderate	2090
27182	level of difficulty: complex	2090
27183	function: waterfront	215
27184	structure: made of wood	2091
27185	structure: with a walkway	1076
27186	purpose: swimming	1271
27187	features: amusement	1084
27188	design: regulated	996
27189	operations: sea-based	2451
27190	safety features: hazardous materials regulations	2037
27191	environmental concerns: pollution risks	2202
27192	environmental concerns: hazardous waste management	2247
27193	environmental concerns: regulatory compliance	754
27194	purpose: providing meals	1616
27195	type of food: varied	1842
27196	type of food: specialized	2681
27197	type of food: convenient	2681
27198	frequency of service: regularly	347
27199	frequency of service: occasionally	1590
27200	menu options: wide range	2152
27201	menu options: limited	2152
27202	structure: complex network	1194
27203	location: near port	113
27204	management: controlled	2743
27205	management: uncontrolled	2780
27206	function: flight operations	1506
27207	safety feature: emergency landing procedures	1303
27208	safety feature: crash prevention measures	1516
27209	design consideration: visibility	831
27210	design consideration: ergonomics	2622
27211	design consideration: weather resistance	1340
27212	crew role: pilot	790
27213	crew role: co-pilot	790
27214	crew role: flight engineer	790
27215	type: narrow-gauge	2057
27216	type: heritage	2797
27217	origin: switzerland	2875
27218	length: typically 30-40 meters	970
27219	speed: up to 40 km/h	2972
27220	purpose: heritage preservation	369
27221	features: open-top cars	188
27222	features: scenic routes	1662
27223	popularity: popular tourist destination	647
27224	popularity: unique experience	2988
27225	used for: long-distance haul	2071
27226	purpose: listing people	2854
27227	purpose: organizing team	2466
27228	purpose: assigning roles	616
27229	type of people: staff	1204
27230	type of people: team members	2321
27231	type of people: employees	2092
27232	relation to: ship	617
27233	relation to: airplane	1515
27234	relation to: movie	618
27235	relation to: event	1087
27236	generated by: captain	2709
27237	generated by: manager	2093
27238	generated by: director	2093
27239	generated by: producer	2793
27240	function: storage of cargo	30
27241	function: transportation of goods	1200
27242	structure: partitioned	2333
27243	loading and unloading: through hatches	1771
27244	loading and unloading: by crane	1771
27245	care and maintenance: ventilation	726
27246	care and maintenance: lighting	147
27247	types of cargo: containerized	1800
27248	purpose: locating targets	1322
27249	functionality: location	2782
27250	principle: bounce off objects	2220
27251	principle: detect reflections	257
27252	types: primary radar	35
27253	types: secondary radar	35
27254	types: active sonar	1323
27255	types: passive sonar	1323
27256	height: elevated	2094
27257	responsibilities: coordinating air traffic	1304
27258	purpose: ensuring air safety	1245
27259	purpose: efficient air traffic flow	1300
27260	function: carrying loads	531
27261	regulation: bound by contracts	2041
27262	purpose: moving goods from one place to another	1956
27263	purpose: ensuring timely delivery	1911
27264	purpose: providing transportation services	3054
27265	classification type: iata	1784
27266	classification type: icao	422
27267	classification type: faa	2783
27268	classification type: civil aviation	2005
27269	criteria: size	1698
27270	criteria: traffic	1919
27271	criteria: facilities	1209
27272	criteria: services	2661
27273	traffic: international	186
27274	traffic: domestic	1475
27275	facilities: air traffic control	1968
27276	services: ground handling	1304
27277	propulsion: diesel-electric	205
27278	used for: building	2479
27279	used for: maintaining	2644
27280	used for: repairing	3169
27281	located at: offshore oil platforms	2697
27282	mode of transportation: by plane	749
27283	mode of transportation: by car	1997
27284	mode of transportation: by train	425
27285	anticipation: excitement	2095
27286	anticipation: nervousness	2095
27287	anticipation: relief	3133
27288	feeling: relieved	3133
27289	feeling: tired	48
27290	feeling: excited	3134
27291	number of tracks: single	2155
27292	number of tracks: double	2155
27293	number of tracks: triple	2155
27294	number of tracks: quad	1766
27295	electrification: yes	2856
27296	electrification: no	2856
27297	signaling system: automatic	2380
27298	signaling system: manual	2380
27299	function: providing drinking water	732
27300	vehicle: ocean liner	308
27301	vehicle: tugboat	1768
27302	vehicle: paddlewheel	2767
27303	industry: recreation	87
27304	regulations: subject to laws and codes	2281
27305	features: fixed routes	990
27306	features: schedules	29
27307	features: pricing structures	2204
27308	importance: social impact	919
27309	definition: method of packaging	2270
27310	definition: separating	1397
27311	principle: interoperability	1799
27312	used for: software deployment	2096
27313	related concepts: microservices	2097
27314	uses: carrying goods	119
27315	components: circuit	1660
27316	function: store cargo	30
27317	category: chemical feedstock	3038
27318	usage: industrial processes	739
27319	combustion properties: high energy density	2391
27320	combustion properties: flammable	542
27321	examples: plastics	2388
27322	examples: asphalt	2833
27323	features: propelled by engine	2830
27324	operational scope: ocean	920
27325	operational scope: sea	920
27326	operational scope: lake	265
27327	used for: exporting materials	2508
27328	mathematical concept: distinct	2158
27329	relation: subset	2098
27330	relation: superset	2098
27331	real-world examples: deck of cards	2779
27332	real-world examples: list of books	1328
27333	real-world examples: set of numbers	1525
27334	marine infrastructure: wharf	3066
27335	marine infrastructure: quay	217
27336	marine infrastructure: pier	122
27337	marine infrastructure: buoy	132
27338	safety measures: mooring lines	2150
27339	safety measures: fenders	1444
27340	safety measures: tugboats	1768
27341	safety measures: anchor watch	1850
27342	operational aspect: berth allocation	1725
27343	operational aspect: arrival and departure procedures	2630
27344	operational aspect: loading and unloading operations	1508
27345	responsibilities: issue permits	1103
